Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ClockSpeed,DisplayType
Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920x1080,Intel Core i5 6200U,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.2kg,1031000.0,2.3GHz,Full HD
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12 Series 9720P,6GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,47800.0,3.6GHz,Full HD
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,56500.0,2.3GHz,
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.75kg,79600.0,2.3GHz,
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25kg,52100.0,2.5GHz,
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,70100.0,2.5GHz,Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5kg,103400.0,2.8GHz,IPS Panel Full HD
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,65200.0,2.7GHz,
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7200U,8GB,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6kg,97400.0,2.5GHz,Full HD
HP,EliteBook Folio,Netbook,12.5,1920x1080,Intel Core M 6Y75,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,1651000.0,1.2GHz,Full HD
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg,43400.0,2GHz,Full HD
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,4GB,128GB SSD,Intel HD Graphics 500,No OS,1.9kg,23500.0,1.1GHz,
Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,117400.0,2.3GHz,Full HD
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.68kg,77300.0,2.5GHz,Full HD / Touchscreen
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,100100.0,2.5GHz,Quad HD+
HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,117400.0,2.7GHz,IPS Panel Full HD / Touchscreen
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,4GB,500GB HDD,Intel HD Graphics 505,Windows 10,2.4kg,33100.0,1.1GHz,
Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,156500.0,2.8GHz,Full HD
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,181700.0,2.7GHz,Full HD
Acer,Nitro 5,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,109600.0,2.8GHz,IPS Panel Full HD
HP,ENVY -,Notebook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg,103400.0,2.5GHz,IPS Panel Full HD
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,47600.0,2.4GHz,
HP,Probook 440,Notebook,14.0,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,67800.0,2.5GHz,
Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,Intel Core i5 6200U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,1031000.0,2.3GHz,Full HD
HP,EliteBook 840,Notebook,14.0,1366x768,Intel Core i5 6300U,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,95600.0,2.4GHz,
HP,ProBook 640,Notebook,14.0,1920x1080,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,104800.0,2.5GHz,Full HD
HP,EliteBook 1040,Ultrabook,14.0,1920x1080,Intel Core i7 6600U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,126100.0,2.6GHz,Full HD
HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,91300.0,2.5GHz,Full HD
HP,Probook 440,Notebook,14.0,1366x768,Intel Core i3 7100U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,59500.0,2.4GHz,
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,1TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65kg,82600.0,2.5GHz,Full HD
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.26kg,133900.0,2.5GHz,Full HD
HP,Elitebook 840,Notebook,14.0,1920x1080,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,138300.0,2.5GHz,Full HD
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,164200.0,2.5GHz,Full HD
HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.49kg,69600.0,2.4GHz,
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,105300.0,2.3GHz,
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,66900.0,2.4GHz,
Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,Intel Core i7 6820HQ,16GB,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4kg,258200.0,2.7GHz,IPS Panel 4K Ultra HD
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,129600.0,2.3GHz,IPS Panel Full HD
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,193900.0,2.5GHz,Full HD
Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,Intel Core i3 6100U,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.08kg,69200.0,2.3GHz,IPS Panel Full HD / Touchscreen
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,138300.0,2.3GHz,Full HD
HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,991000.0,2.5GHz,IPS Panel Full HD
HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,103100.0,2.7GHz,Full HD
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5 6300U,8GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.09kg,91000.0,2.4GHz,Full HD
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,135600.0,2.5GHz,
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.31kg,103400.0,2.5GHz,
HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.95kg,92200.0,2.5GHz,
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,141300.0,2.5GHz,Quad HD+ / Touchscreen
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,931000.0,2.5GHz,Full HD
HP,ProBook 440,Notebook,14.0,1366x768,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,84700.0,2.5GHz,
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9 Series 9420,6GB,1TB HDD,AMD Radeon R5,Windows 10,2.1kg,35600.0,3GHz,
MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,103600.0,2.8GHz,Full HD
HP,Probook 640,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.95kg,1031000.0,2.3GHz,Full HD
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg,106800.0,2.5GHz,Full HD
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.26kg,117400.0,2.5GHz,Full HD
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,64600.0,2.5GHz,
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,1920x1080,Intel Core i7 6600U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,150100.0,2.6GHz,IPS Panel Full HD
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5 6300U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.09kg,92400.0,2.4GHz,Full HD
HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,87900.0,2.5GHz,Full HD
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 6500U,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,73700.0,2.5GHz,IPS Panel Full HD / Touchscreen
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel Atom X5 Z8350,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45kg,18300.0,1.44GHz,
Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,Intel Core i7 6500U,16GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,1231000.0,2.5GHz,IPS Panel Full HD
Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,91300.0,2.3GHz,Full HD
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.54kg,87000.0,2.3GHz,Full HD
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6300U,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84kg,1821000.0,2.4GHz,Full HD
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,127800.0,2.3GHz,Full HD
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel Core i7 6820HK,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78kg,134400.0,2.7GHz,IPS Panel Full HD
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6kg,199100.0,2.6GHz,IPS Panel Full HD
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2kg,241000.0,1.6GHz,
Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,Intel Core i7 6600U,16GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.1kg,227900.0,2.6GHz,IPS Panel
HP,Noteb Pav,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91kg,85200.0,2.7GHz,IPS Panel Full HD
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg,95200.0,2.7GHz,IPS Panel Full HD / Touchscreen
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,85200.0,2.5GHz,
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.2kg,196100.0,2.7GHz,Quad HD+ / Touchscreen
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,61300.0,2.3GHz,
HP,250 G5,Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,500GB HDD,Intel HD Graphics 620,No OS,1.96kg,43400.0,2.5GHz,
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8 Series 7410,8GB,1TB HDD,AMD Radeon R5,Windows 10,2.4kg,39100.0,2.2GHz,
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,12GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,113000.0,2.7GHz,IPS Panel Full HD / Touchscreen
MSI,GT62VR 6RD,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94kg,158300.0,2.6GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,93100.0,2.7GHz,Full HD
Asus,Rog G752VL-GC088D,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,1TB HDD,Nvidia GeForce GTX 965M,No OS,4kg,86800.0,2.6GHz,IPS Panel Full HD
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,1TB HDD,Intel HD Graphics,Windows 10,2.25kg,48600.0,2.5GHz,Full HD
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,16GB,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32kg,86000.0,2.7GHz,Full HD
MSI,GS63VR 6RF,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,167800.0,2.6GHz,Full HD
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,126800.0,2.7GHz,Full HD
Asus,ROG G701VO,Gaming,17.3,1920x1080,Intel Core i7 6820HK,64GB,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58kg,345800.0,2.7GHz,IPS Panel Full HD
Dell,Inspiron 5368,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.62kg,69400.0,2.5GHz,Full HD / Touchscreen
Dell,Alienware 15,Gaming,15.6,3840x2160,Intel Core i7 6700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21kg,115600.0,2.6GHz,4K Ultra HD
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Core M,8GB,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.920kg,113100.0,1.1GHz,IPS Panel Retina Display
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.06kg,41800.0,2.3GHz,
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,104300.0,2.3GHz,
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,104300.0,2.3GHz,Full HD
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.49kg,94800.0,2.7GHz,Full HD
Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,149000.0,2.5GHz,IPS Panel Full HD / Touchscreen
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U,8GB,1TB HDD,AMD Radeon R5 M330,Windows 10,3.0kg,57300.0,2.3GHz,
Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6300HQ,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,841000.0,2.3GHz,IPS Panel Full HD
MSI,GT72VR Dominator,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78kg,217400.0,2.8GHz,Full HD
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,461000.0,2.3GHz,
HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,2.31kg,81800.0,2.3GHz,Full HD
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,Intel Core M 6Y75,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.99kg,121700.0,1.2GHz,IPS Panel Touchscreen
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK,32GB,512GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,281900.0,2.7GHz,IPS Panel Full HD
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Atom x5 Z8550,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,56200.0,1.44GHz,IPS Panel Touchscreen
HP,Spectre x360,Ultrabook,13.3,3840x2160,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,178300.0,2.7GHz,IPS Panel 4K Ultra HD
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,65300.0,2.5GHz,Full HD
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.54kg,89600.0,2.3GHz,Full HD
HP,ZBook 15u,Workstation,15.6,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,AMD FirePro W4190M,Windows 7,1.9kg,130100.0,2.5GHz,Full HD
Lenovo,ThinkPad T460,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,180GB SSD,Intel HD Graphics 520,Windows 7,1.7kg,104300.0,2.3GHz,Full HD
HP,Chromebook 13,Notebook,13.3,3200x1800,Intel Pentium Dual Core 4405Y,4GB,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29kg,53500.0,1.5GHz,Quad HD+
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8 Series 7410,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.4kg,33700.0,2.2GHz,
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,34200.0,1.6GHz,
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.86kg,30000.0,2GHz,
Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,139100.0,2.8GHz,IPS Panel Full HD
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,4GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,71200.0,1.6GHz,IPS Panel Full HD
HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,2.4kg,139100.0,2.3GHz,
Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4kg,69500.0,2.5GHz,Full HD
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,55500.0,2.5GHz,Full HD
MSI,GS70 Stealth,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,8GB,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6kg,139100.0,2.6GHz,Full HD
HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710,4GB,1TB HDD,Intel HD Graphics 405,Windows 10,1.96kg,43500.0,1.6GHz,
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg,200000.0,2.6GHz,IPS Panel Full HD
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.5kg,98700.0,2.3GHz,
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,101400.0,2.3GHz,
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U,4GB,16GB SSD,Intel HD Graphics,Chrome OS,2.20kg,18200.0,1.5GHz,
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 6700HQ,8GB,1TB HDD,AMD FirePro W6150M,Windows 7,3.0kg,252200.0,2.6GHz,IPS Panel Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,104300.0,2.8GHz,Full HD
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,122900.0,2.3GHz,
MSI,GE72 Apache,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9kg,131500.0,2.6GHz,Full HD
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 6200U,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,75400.0,2.3GHz,IPS Panel Full HD / Touchscreen
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,AMD A6 Series 9220,4GB,1TB HDD,AMD Radeon R4,Windows 10,2.1kg,34600.0,2.5GHz,Full HD
Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.59kg,116500.0,2.6GHz,IPS Panel Full HD
HP,EliteBook 1030,Notebook,13.3,3200x1800,Intel Core M 6Y54,8GB,256GB SSD,Intel HD Graphics 515,Windows 10,1.16kg,147800.0,1.1GHz,Quad HD+ / Touchscreen
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24kg,66900.0,2.3GHz,
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,37300.0,2.0GHz,
HP,Spectre Pro,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,171300.0,2.5GHz,Full HD
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Atom x5 Z8550,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,0.69kg,47800.0,1.44GHz,IPS Panel Touchscreen
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 7560U,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,1191000.0,2.4GHz,Full HD
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK,16GB,256GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,239200.0,2.7GHz,IPS Panel Full HD
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.25kg,89500.0,2.5GHz,Touchscreen / 4K Ultra HD
Toshiba,Portege X30-D-10K,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,193700.0,2.7GHz,Full HD
Asus,Rog GL752VW-T4308T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52kg,114100.0,2.6GHz,Full HD
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,1920x1080,Intel Atom X5 Z8350,4GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.35kg,17100.0,1.44GHz,Full HD
HP,Spectre Pro,Notebook,13.3,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,147000.0,2.3GHz,Full HD
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,131600.0,2.3GHz,Full HD
Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.09kg,45500.0,2.3GHz,
